Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Solomon Islands,SLB,40.3046451482128,39.9962335226032,40.3910364819178,42.1250947423813,36.5010311212278
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Somalia,SOM,19.456419868791,19.2808095410192,17.7215189873418,19.1086065573971,17.4402467232074
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Africa,ZAF,27.7136384124829,28.1560881698955,27.3400757812216,27.5626402113948,27.2974712844242
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Sudan,SSD,36.6513492804707,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Spain,ESP,33.6108606686628,33.8624576012634,35.1305643393675,35.1450626692993,34.9069018147542
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sri Lanka,LKA,19.893383820467,19.824036042668,20.2242000359935,21.4462486145463,21.8235328949703
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Lucia,LCA,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Martin (French part),MAF,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sudan,SDN,6.42291092918573,5.00449100738247,6.11214425821293,7.65020198466392,8.45298341762853
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Suriname,SUR,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Eswatini,SWZ,43.1068657851489,44.059035008166,43.5131078705156,40.4318355807961,45.9448354773012
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sweden,SWE,43.7667675162599,42.691478270481,43.734721932138,45.6830615126713,47.8092109523511
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Switzerland,CHE,63.8289557538988,66.817725925772,66.3484902889967,67.4781861031999,66.9653936798419
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Syrian Arab Republic,SYR,14.2911046581269,21.6800989026841,19.3396755851813,14.9170277126093,13.0100664640827
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tajikistan,TJK,9.80269842951246,13.2003292553609,14.9285396132184,14.3754784742862,14.9799392742745
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tanzania,TZA,17.1049115530965,16.349975063904,15.663179519796,14.7391433931711,16.0367461484986
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Thailand,THA,67.6366902705865,67.0708839693011,66.6728324663767,64.838096899332,59.5188906218859
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Timor-Leste,TLS,3.04233892666024,3.1370042058151,2.39263762543442,2.91672440204953,21.3646081272963
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Togo,TGO,26.3785318371309,26.9067158239235,25.2702383202812,24.644391572992,24.2251202181369
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tonga,TON,16.9603182865436,21.6766233475186,22.157027423774,21.4120288357904,21.9718329230219
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Trinidad and Tobago,TTO,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tunisia,TUN,38.3998387567342,38.2952955757822,41.7207863819275,45.4857481712255,45.9503306922947
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkiye,TUR,24.5312773389092,23.0835091311263,26.0394223439924,31.1528780813097,32.5272015787758
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkmenistan,TKM,35.6754642894197,22.1505138514768,22.4683973422127,29.8999852816462,25.2999592946999
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tuvalu,TUV,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uganda,UGA,12.877325314832,12.4271644160284,16.6611294213088,15.0870530613121,17.1090580169176
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ukraine,UKR,52.5976795082231,49.2986194577187,48.1249163515559,45.2352356625927,41.2316912560049
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Arab Emirates,ARE,97.5631880705978,97.6631210861556,98.342392206754,91.994776867123,96.6641687524381
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,27.6303254870645,28.6504713020159,30.6724482591913,31.2349066704984,31.2576060558948
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United States,USA,12.4609931641514,11.9395387321555,12.2617381180006,12.3609892157496,11.8724701148898
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uruguay,URY,22.4778512515741,26.9316810976575,25.9311612176478,26.500573202942,27.8103969981142
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uzbekistan,UZB,13.7662913529701,12.3330657085125,20.7480654924693,26.8410539292225,28.2980025068381
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Vanuatu,VUT,46.0336191420716,48.8660913501836,47.6598973537502,41.596872147025,50.3452768729642
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Venezuela, RB",VEN,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Viet Nam,VNM,72.9228478130049,74.1072855078048,81.7625162756667,84.4234575852164,85.1575903051692
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Virgin Islands (U.S.),VIR,41.6325416325416,47.0247498683518,63.3368476541908,53.1361550229475,55.0157881952878
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,West Bank and Gaza,PSE,16.0623801208096,14.3267945006296,15.7242063492063,15.961564454493,15.5210552426533
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Yemen, Rep.",YEM,18.3218001479526,5.97726883252728,8.70910937937238,6.05657010178069,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zambia,ZMB,37.1385258014734,35.3246757489657,34.9928577635918,37.9574045480394,34.6361926031881
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zimbabwe,ZWE,19.1601757893503,19.9435315500903,19.6589047990109,26.1639731327864,27.1634588811092
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 10/26/2023,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Limitations and exceptions,License URL
NE.EXP.GNFS.ZS,CC BY-4.0,Exports of goods and services (% of GDP),"Exports of goods and services represent the value of all goods and other market services provided to the rest of the world. They include the value of merchandise, freight, insurance, transport, travel, royalties, license fees, and other services, such as communication, construction, financial, information, business, personal, and government services. They exclude compensation of employees and investment income (formerly called factor services) and transfer payments.","World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Shares of GDP & other,Annual,Weighted average,"Gross domestic product (GDP) from the expenditure side is made up of household final consumption expenditure, general government final consumption expenditure, gross capital formation (private and public investment in fixed assets, changes in inventories, and net acquisitions of valuables), and net exports (exports minus imports) of goods and services. Such expenditures are recorded in purchaser prices and include net taxes on products.","Because policymakers have tended to focus on fostering the growth of output, and because data on production are easier to collect than data on spending, many countries generate their primary estimate of GDP using the production approach. Moreover, many countries do not estimate all the components of national expenditures but instead derive some of the main aggregates indirectly using GDP (based on the production approach) as the control total.

Data on exports and imports are compiled from customs reports and balance of payments data. Although the data from the payments side provide reasonably reliable records of cross-border transactions, they may not adhere strictly to the appropriate definitions of valuation and timing used in the balance of payments or corresponds to the change-of ownership criterion. This issue has assumed greater significance with the increasing globalization of international business. Neither customs nor balance of payments data usually capture the illegal transactions that occur in many countries. Goods carried by travelers across borders in legal but unreported shuttle trade may further distort trade statistics.",https://datacatalog.worldbank.org/public-licenses#cc-by
